13:07:15 INFO  manager.ApplicationManager - All tests start in ChromeBrowser
13:07:16 INFO  tests.TestsBase - Name of test --->removeAllContactTest
13:07:16 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
13:07:21 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
13:07:21 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
13:07:21 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
13:07:22 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
13:07:22 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
13:07:22 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
13:07:22 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
13:07:23 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
13:07:23 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
13:07:23 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:24 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:24 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:24 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:24 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:24 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:24 INFO  manager.HelperBase - Before remove 'One contact tests' count was --->5
13:07:24 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:24 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:24 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM h3
13:07:24 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM h3 was found
13:07:24 INFO  manager.HelperBase - The phone number of removed contact was -->+972543350731
13:07:24 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:24 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:24 INFO  manager.MyListener - Start find element ---> By.xpath: //button[text()='Remove']
13:07:24 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[text()='Remove'] was found
13:07:25 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:25 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:25 INFO  manager.HelperBase - After remove one contact the count is --->5
13:07:25 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:25 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:25 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:25 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:25 INFO  manager.HelperBase - Before remove 'One contact tests' count was --->5
13:07:25 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:25 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:25 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM h3
13:07:25 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM h3 was found
13:07:25 INFO  manager.HelperBase - The phone number of removed contact was -->+972543350731
13:07:25 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:25 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:25 INFO  manager.MyListener - Start find element ---> By.xpath: //button[text()='Remove']
13:07:25 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[text()='Remove'] was found
13:07:26 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:26 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:26 INFO  manager.HelperBase - After remove one contact the count is --->3
13:07:26 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:26 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:26 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:26 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:26 INFO  manager.HelperBase - Before remove 'One contact tests' count was --->3
13:07:26 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:26 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:26 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM h3
13:07:26 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM h3 was found
13:07:26 INFO  manager.HelperBase - The phone number of removed contact was -->+97254233731
13:07:26 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:07:26 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:07:26 INFO  manager.MyListener - Start find element ---> By.xpath: //button[text()='Remove']
13:07:26 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[text()='Remove'] was found
13:07:27 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
